text|stars
Love the idea - vegan Mexican. Have tried to eat there twice. Both times checked their FB page for hours, both times they were closed. Called their phone number, no one answered. No sign, no explanation on FB. Pathetic.|0
"It was family day (the ex and I like to see our son smile) and we were starving... after driving around for a while we pulled up to Arriba's and said ""what the hell...""  That's also what we said when some of the food came, as in ""what the hell is this??""  So positive first.  The server was pretty quick and he gave refills without being asked.  Chips and salsa were good.  Chips were warm and salsa had a nice (suprising) kick.  Kick... do I sound like an old lady?   Morgan and I ordered fish tacos and beef tacos, respectively, so we could swap one for one.  Fish was ok... nothing spectacular... but honestly I would rather pay for one at freakin Del Taco or Rubios.  Not worth it here.  Rice was ok, some flavor, probably converted rice though.  Beans were... blended?  I dunno about you but I like to see some actual BEANS in my beans!  This stuff was like brown goo... YUMMMMMMMM... :P  The beef taco was just weird.  I swear to God is tasted like gyro meat!  WTF?  I couldn't eat much of it.    Last but not least, Dom ordered the White Sands Chimichanga.  That sh*t looked nasty to be honest.  Covered with some gooey white sauce, filled with pork.  LOL, he said it tasted like hot dog.  Um, yikes!  He took about 2 bites and was ""full"".  A.K.A., he didn't like it.  I also had a margarita... it was HUGE and didn't taste very good.  I'd rather have one 1/4 that size that tasted nice.  Oh well.  One star for the chips and salsa.  Like I said, the fish taco was okay, but every thing was just way over-priced!    Final verdict?  We decided to NEVER go there again."|0
"Ok, im not getting the great reviews on this place. I FINALLY made it Lamar's before they closed for the day and tried a couple donuts. I have a few problems here. The big one, can we please list that ""only the donuts with holes"" are $5.49 for 6? Its a bit deceptive to just list the price of 6 and ring up the donuts and have them turn out to be well over $7. Makes me want to buy my donuts from someone else.     Second, these donuts are WAY over priced and they are average at best. The maple bar tastes like you are eating spoon fulls of sugar they are so sweet. And the rest of the donuts I tried were pretty stale. This will be the first and last time I will be going to Lamar's. Give me Krispy Kreme or anyone else for that matter. Thank god for Lamar's we dont have Spudnuts in the valley because they would be out of business."|0
My boyfriend and I tried this place last year and we haven't been back since. The food was really unspectacular, they weren't really that hot. The price is a bit high since there's a restaurant by the same name on Southern and Dobson that serve much better food for less. The decor was really tacky and they should paint over the mural, it does not appeal to their clientele. Lastly, the staff was not nice.|0
"If only I where rating this place based on their sushi I would give it 5 stars.  But, I'm not  rating it based on the food.  It is purely based on the customer service in this establishment.  Be warned; if you have a large party this is NOT the place to go.  I've been in the restaurant industry for over 20 years and I have NEVER heard of a restaurant not splitting checks for large parties.  So for an over 500.00 bill they will take 15+ different forms of payment but won't split up the check by individuals or couples.  How does this make any sense.  To make matters worse; they bring out the sushi and I quote ""family style"".  Since when did sushi get served family style?  Here is the problem.  Sushi is expensive, not everyone at the table ate it and when served ""family style"" someone else may get what you ordered and you won't have a clue it even made it to the table.  We spent over 40 minutes trying to figure out this bill, SERIOUSLY!  When I asked the manager her generic and obviously well rehearsed response was ""this is our company policy, we do not split checks for large parties"".  This is absurd.  So not only did we have a heck of a time figuring out the bill, I'm pretty sure no one really knew who had what and if they had added random things to the bill.  How could you know with that many people ordering????  I never received part of what I ordered yet it made it on that bill.  So here we have to pay it regardless of what we may or may not have received?  I understand that adding gratuity to a party this size is also common practice which I don't normally have a problem with but how about some EXCELLENT customer service in return.  If policy is no separate checks, at least tell everyone as they order or as a group that this will occur.  They said someone was told when the reservation was made.  The reservation was made for 25 people!  It would've taken 2 seconds to again relay this important piece of information.  Worst experience ever!"|0
"This was the most HORRIBLE floor cleaning I have ever seen!!!!! We took before and after pictures and cannot tell the difference at all! The guy was not friendly and just wanted our money even though he did not do his job! I would NEVER recommend this company to anyone. We paid $1000 and got $20 worth of service. I mopped the floor the day after the cleaning guy was here and got a lot of the ""staining as he would say"" off easily. I have included a picture that we wrote in the floor with a paper towel after the cleaning....can you read the saying? That is exctaly how we felt after the service. REALLY?!?!?"|0
Wednesday 7pm.  This place is your average over priced, lack of taste chain food restaurant and this place was no different.   I have to say, I was super disappointed as I have always heard rave reviews, now I'm starting to question who I associate with and their taste in food.  Service=slow. Food=just tastes like salt Noise=loud and they do a dance...like a lot.  Go somewhere else and skip Joe's Crabs.|0
Refused to call me a cab because I had a phone.|0
The cheesy breadsticks were delicious.  Everything else, not so much.|0
Wow?!  Is this the new Barcelona?!  Yuck!  Old scuzy men and middle aged women with fake boobs that are falling out of their painted on dresses.  All bars were completely under staffed on a Friday night.  We waited 7 minutes at the front bar until being ignored continuously and we became so frustrated that we made our way to the round bar and it seemed just as understaffed.  What's the point of only having a few bartenders on probably the busiest night of the week for bar-goers?  We even approached the blond manager to ask for service and she was completely rude and had a total lack of desire to help us.  We will NOT return due to the lack of service and efficiency.  This place has GOT to staff more bartenders and needs much more help.  Welcome to North Scottsdale Barcelona.|0
I'll be charitable - this place sucks!  I went there because a friend had *exactly* the piece of furniture I needed and he got his from Ikea.   After wandering around the store forever, I finally found the right department.  The people working there were cold. uncaring. not helpful. no concept of customer service.  I left in disgust!  Couple of days later, I was in Cost Plus World Market @ 18th St. & Camelback.  Voila!  I fould what I wanted - for close to the same price.  the BIG difference:  Warm smiles, friendly people, volunteered to go out of their way to help me.  Felt like I was among long-time friends!  They even delivered when they said they would.  And, no need to drive half way to tucson and back!  Ikea?  Don't be foolish.  Cost Plus?  Now, there's a place that earned my repeat business!|0
Bad music, slow service, disgusting overpriced drinks, and annoying patrons.  Definitely wouldn't come back if someone paid me to. I can't even drink this margarita.|0
There was hair in the food. Not just 1 but 2 in the same Bhel Puri dish.  The whole experience was pretty bad. There is no indication of how you order your food and when you finally figure it out the food does not taste good. We checked sodas on the order sheet and when no sodas showed up we asked if we were supposed to go and find our own sodas from the front of the store and were told that that was the case.  Also the guy at the counter is down right dismissive.  Pani Puri was OK Papdi Chaat - boring, no flavor Bhel Puri - boring and no flavor before we found the hairs  Not worth the trip.|0
I wouldn't send my worst enemy to this place.|0
I went here while on vacation visiting my friend. Neither of us had been there before, but I know they have lots of locations on the west coast, so we gave it a try.   The staff was totally rude. Before we went, we called to check the hours. The guy on the phone was patronizing and acted inconvenienced to have to give any information.   The pizza was blah - totally generic and nothing special. If you're going to have mediocre food, you better have exceptional service. Double fail.|0
We bought or second Jura Compressa coffee machine from Sur La Table.  It was an expensive model priced over $3K.  After 2.5 short months it stopped working.  The only  option they offered was to send it in for repair.  When I asked to have it replaced I was told the turn around was 48 hours.  Its actually 4 -5 weeks when all is said and done.  I high priced item and thats the kind of customer service. Not to mention an expensive product that cant make it 90 days.  Extremely bad customer service on this one.|0
Let me first say that we are fans of the W Hotel and have stayed in many of their hotels around the nation and are overall happy with the accommodations and customer service.    I'm a local Phoenician who resides in the Arcadia neighborhood and frequents many of the wonderful restaurants and hotels this City has to offer.  After hearing MANY negative reviews from co-workers, family, and friends, my fiancé and I decided to give the W Hotel Scottsdale a shot prior to forming an opinion of our own for this hotel/restaurant/bar.  During a night out on the town with visiting and local friends, we opted to give this place a try.  Upon approaching the entrance of the bar, security tells us that we're not welcome here due to one of the members of our party not having closed toe shoes and another not having a collared shirt.  The attire our group was wearing was more than appropriate for any Phoenix/Scottsdale restaurant/bar.  Let me remind you that's is July in Phoenix, and over one-hundred degrees at the time of night we went to the W and the six of us just finished a dinner at an adjacent, popular restaurant.  The staff was flat out rude to not only us, but others in line wanting and willing to spend money and support the local hotel.  I will strongly suggest not staying here or supporting the quality of business they are running here.  During a time of a slowing economy and tourism, many businesses are forced to rely solely on the best possible customer service to attract and retain business--the W Hotel fell way short of this.  I was very discouraged after our experience here and will agree with the many other reviewers that this place in not worth supporting.    Phoenix/Scottsdale has many great places to experience, so don't settle for this place.|0
"I went in once looking for Canidae.  Which according to their website bold print they carry, but not the fine print.  They don't carry it in all of their stores.  My dog has food allergies so I'm cautious about changing her food quickly but since it was about 7 pm and I was pretty much out of food on this day, I figured some food would be better than no food.    During my visit I learned many things.  Apparently Canidae is a inferior brand and ripped off its ingredients and packaging from Innova.  Innova is a far, far superior dog food.  Innova is awesome, Canidae is for chumps.  Innova is also more expensive and a smaller bag.  Nothing I couldn't afford but annoying none the less. Not wanting to create dog food controversy I bought a bag of the morally superior Innova.  But when I checked out I was asked about four times whether I realized I was buying nibbles instead of bits.  ""You know you have the nibbles. Are you sure you want nibbles?  We have bits if your dog prefers bits"".  She's a 70-lb lab that will eat anything except for vegetables.  I mentioned that the nibbles were fine.  ""Are you sure you want nibbles?  We have bits if you want bits""?  Dude, just ring up the freaking food and get me the hell out of here.  As expected, my dog ate the nibbles.  She felt superior for the month supply of Innova that she ate.  Then she went back to the ghetto and ate her  inferior Canidae."|0
I usually do not write reviews, but was so horrified by my experience I had to. Went for a late night bite and drink with a friend, they were fairly busy so we had a seat at the bar. As I frequent The Moon often, I was happy to see the bar was busy as well. The bartender quickly came over and was noticably intoxicated, as she could not even tell me the flavors of vodka they had. We ordered our drinks, and watched as she broke glass into the ice, knocked over glassware and broke a beer bottle. As we looked around most of the guests had the same look of horror on their face. We decided to order some food, as she spilled my drink on us (refilled it with something completely different) and she could barely even talk at this point. We saw management watch her behavior and do nothing, as she preceded to grab dirty glassware and refill it with beer. I was so appauled by this we left befpre finishing our drinks or food. I'm not sure what she was on but if its visible to paying customers it should be visible to management. Being beyond embarassed for the establishment, I would doubt I will come back, sad as we would frequent the Moon 2-3 times a week. Horrible.|0
"I brought my sweet sister in law shopping at this Forever 21 location.  She had a bag full of goodies (several hundreds of dollars worth) from H&M.  She stopped at Forever 21 and  sat her bag on the ground right beside her while she tried on a pair of shoes.  Her H&M bag was stolen during that brief moment that the bag was not in her arms.....and while this certainly was not the responsibility of Forever 21....we were so disappointed in the way the Forever 21 staff reacted. They did not call security, or the police, or even offer any condolences.  They just shrugged their shoulders.  My sister in law did love some of the fashions at Forever 21....but the store was such a mess.  There were clothes all over the floor under each and every rack.  There were way too few staff members working, and many who were working were ""socializing"" with one another instead of helping customers or maintaining the store inventory in a decent fashion. The only employees that were on task were:  1 at the checkout, and 1 at the fitting rooms - there was a band of 5 girls dressing one mannequin while the store was amidst in chaos (including someone stealing bags from other customers)..... So - if you choose to shop at this store - hold on to your bags :)"|0
"Sadly disappointed.  I've passed Lola's an uncountable number of times and each time thought I needed to try it.  I finally did tonight and was terribly disappointed.  For anyone that has been to Firefly in Las Vegas there is just no comparison.  The sangria was decent but nothing special and the tapas were just ""so so.""  The atmosphere was busy and our service sucked, but it was a very unique and cool environment."|0
Overcrowded, sprawling mess of a mall (and I normally like malls). Traffic and parking are almost as bad as at Tempe Marketplace. The confusing layout makes it hard to find specific stores (even with the help of the directories).|0
I'm sorry. You're too busy to look up my club card information? Too busy too push the button to do the search, enter my phone number and click ok?  I took the time once upon whenever to sign up for your card. And now, you can't take 5 seconds to look it up for me? Let me clue you in, the cashiers here have always looked it up. It always takes 5-10 seconds at most! Great customer service. Insert sarcasm here for the uneducated.  Other Big Lots this hasn't been a problem. Just the one.|0
"I signed up for Yelp just because of the poor service and being cheated out of money from Cafe Rio. I already voiced my complaint to the restaurant and to their website in writing, however I haven't received a phone call or email back.  I've visited this establishment twice and each time I go I receive very little toppings on my burrito or tacos. I understand that it's made to your order like Chiptole or Qdoba, but they'll add very little cheese or toppings on your food, which can cause you to request more. To save myself time and every yelpers eyes from reading this long story, the individual making my tacos was extremely frugal on the toppings on my tacos. She barely put any cheese on my 3 tacos and I simply requested that she could put a little more on the tacos. She did and when I went to pay for my order, I was charged an extra 95 cents for ""side cheese."" The issue isn't the money because eating at Cafe Rio can be expensive for a fast-food mexican restauant, but it's the principle of charging me extra after I said, ""can you please put a little more cheese on my taco.""   This hasn't been the first time this happened, but a previous visit had the same result with the sauce on my burrito. I thought mexican food restaurants had gigantic burritos and generous size tacos, but Cafe Rio will charge you on top of your order if you don't like their skinny tacos.  All I ask for from Cafe Rio to acknowledge that when you add more toppings to what the cook's add to your food, that they say, ""this will be extra."" They do this at Chiptole and Qdoba, but Cafe Rio would rather screw you over at the end.   I will not be visiting this establishment again. As I said, it's the principle as to why they charged me extra for this, not the money."|0
food is ok, but service is very slow!|0
I went there with a friend last year after reading so many good reviews. The service is good. We didn't have to wait but I didn't like the food I ordered. I had a salmon with caper butter sauce. The fish is not fresh at all and the food is too geasy for me.|0
I'm sorry to be what seems to be the lone one star review.  Either I got there on the worst day in their history, or everyone drank the Koolaid, or I just have different expectations and taste buds. It seems like a great idea.  It's a build your own burger joint, $7.00 gets you a cooked to order burger with one cheese, up to 4 toppings, and 2 sauces with fries or onion rings-or some other choices.  They also claim that the beef is local, hormone free, etcetera....  I chose a rare burger with American, grilled onions, sauteed mushrooms. tomato and lettuce, with mayo and mustard on a potato bun.  I added bacon for a dollar.  First, let me point out that if you are in a hurry, DON'T GO HERE TO EAT.  I waited exactly 39 minutes for my food. This would not be a big deal if: 1.  I had been warned before they ran my credit card--what if I only had 30 minutes for lunch?? 2. They had places to sit but it's tiny and full. 3.  They had magazines, a jukebox, ANYTHING to entertain you for 39 minutes.  You can't even get your drink early to sip on that.  At the 30 minute mark, I'm ready to eat cardboard with a little ketchup on it, so maybe they make you wait so everything tastes even better? Anyway, before my burger comes up, I notice that the lady behind the counter is saying that the orders overwhelmed the kitchen.  I look in the kitchen---they have ONE GUY TRYING TO DO ALL THIS??????   He'd better be getting a share of the profits!!!!!  Now I'm jsut feeling really bad for this guy back there.  I finally get my burger!  YAY!!  I'm SO excited!  All those 4 and 5 star reviews!  I take a bite and....the patty shoots out the other side of the bun like it had been shot out of a cannon. WTH?  I look at the patty.  It's clean as a whistle. I mean there is no mayo or mustard or cheese smeared on the patty.  I turn it over and it slides out of my fingers back into the basket.  The other side is clean too.  The freakin' burger was so greasy, it slid all over the place!  Then a greasy glop of what must have  been the mushrooms and onions slid out.  Still not seeing any cheese, mayo, or mustard anywhere.  Just oil.  Tons and tons of oil.  I open the bun,  On one side is a heavily oiled slick of lettuce glued to the bun by (I am guessing) a slice of cheese.  The other side of the bun has some mayo and mustard residue--and more oil.  I'm grossed out, but hungry.  I take a bite.  It's not rare,  It's well done and oddly, tastes very faintly of liver.  BTW, remember the bacon I paid a dollar for?  Not there.  I'm really puzzled that instead of cheese. or beef, or SOMETHING, I just taste that faint livery taste. So I take another bite.There isn't even any salt or pepper, or anything on the burger patty.  This is perhaps, the worst grade of meat available for human consumption.  I take a third bite because that second bite brought back a memory of when I worked for a meat company here in town.  Now I recognize the flavor.  I'm not saying that what I ate that day at Two Hippies was old dairy cow, but that's EXACTLY what it tasted like.  At this point, I turn to the fries.  The are shriveled and DARK and taste like they've been fried and then microwaved.  I couldn't get out of there fast enough!  Forget my danged dollar!  just get me in the car!  Exactly one hour and 20 minutes later, I had vicious diarrhea  I haven't had that trouble even with eating junk food at the fair!  No.  NO.  A thousand times NO!  Red Robin is my next burger stop.  Period|0
I came to the restaurant specifically because of a recommendation. I am now on a gluten-free diet and have other allergies so, suffice it to say, I don't get to eat Italian often. However I was told that they have gluten-free pasta and other choices. I was initially impressed by the sheet that breaks down their meals by allergen so that one knows what is safe. Kudos on that. This is more than most places provide.  However, they have Basil Pesto Sauce listed as NOT being gluten-free nor soy free. Finding that odd, I asked the waiter to confirm with the chef, and I was told there was no wheat product at all in the pesto, which seems correct. (I did not ask about the soy, but I would wager that sneaks in somehow thanks to the cheese.)  So I ordered the Create Your Own Pasta of gluten-free penne with pesto sauce, shrimp, peppers, spinach, and mushrooms.  When my bowl of pasta arrived, it had all of the above. However, it also had onions, zucchini, and eggplant, yet I had to dig to find a shrimp. I originally assumed I had somebody else's order.  The waiter, who was wonderful and attentive, took the bowl away and offered to replace it as I ordered. I would have eaten the original bowl, and told him so, but I was more concerned, as I said, that it was someone else's.  As a side note, if these flourishes of extra vegetables are an example of a cook's flair, I would say that if a customer orders a straight menu item, that might be acceptable. But when I fill out a cute little checkbox form with what I want on my Create Your Own Pasta bowl, I *only* want the items I checked off.  A fresh bowl arrived later exactly as ordered. Except the pasta was undercooked. I don't mean really firm al-dente. I mean some were still way under done. Now, I know that gluten-free pasta takes longer to cook, and they probably rushed the bowl to get it to me. But that bowl was almost inedible.  The waiter did offer to get me a third bowl. I declined and soldiered through it. We were having dinner out for my wife's birthday and I did not want to belabor the meal. The waiter then offered us dessert to make up for the problems. Though I did agree to this, and I'm not demanding or even asking for a full dinner cost to be covered, it seems inadequate for management to offer me a three dollar dessert to make up for a twice-failed $14 dinner.  I do not intend to go back.|0
Long wait for food, waitresses that don't know what they're doing, grumpy hosts, and crappy food that keeps us off the lake for 2 hours is not somewhere I plan on going ever again.|0
I am totally baffled why this place gets such good reviews. I have been there a few times because it's close to my work and I received some gift certificates for my birthday. Unfortunately after the last experience, I can't go back.  Although they are very nice and have great prices, I have to reveal the ugly truth:  1. They don't put any effort into sanitizing the tools or the pedicure bowl. I actually saw them clean the brushes and tools in the water I was soaking my feet in and then just rinse out the bowl after they were done... not spray, soap, nothing! 2. Reason #1 probably explains why my heals cracked so severely after my pedicure that they began to bleed.  I had to use peroxide, neosprin, and bandages for almost a week to get it heal.  3. They water down their nail polish... so much that it destroys the bond and polish never actually dries.  I hate to bash a business with good customer service, but these practices are simply unacceptable.  I obviously won't be back. =(|0
What a load of absolutely hideous, uninteresting crap.  Take every single one-star review written by Yelpers below, copypaste them here and you will have a far more eloquent summary of my feelings on this place than anything I can come up with.  I have no reason to ever come here. Certainly not free will. The one time I did come here I was forced to by a friend who was meeting another friend.|0
The theater itself I have no problem with. Its the fact that we came out of the theater to a broken out driver passenger window, my doors unlocked and some Dumb Ass broke into my car and didn't even take anything. Really??  I should've known better given the area but it was the only Harkins showing the movie we wanted to see. Security was nice enough to leave a note on my window.Can you believe there's No Cameras in the parking lot at all!! Ugh!!! Disappointed customer to say the least. Will not be back there that's for sure.|0
Let me first say if I could have given 0 stars I would have.  My wife and I went to this place and were EXTREMELY disappointed. We had gone to a different Pancho's many years ago and were hoping it would be like that. The choices were very very limited and basic. There are so many amazing Mexican dishes yet my only choices were a tamale,taco and some horrible tasting enchiladas. How does a Mexican food place not offer burritos...have you guys heard of a bean burrito? Its pretty popular and would be a good choice to offer.  The only food here that is worth eating is the baby churros and the Sopapillas, which actually were good. Unfortunately I didn't go to this place to pay $20 so my wife and I can eat Sopapillas.   Please listen to my advice when I tell you to avoid this place. Take your money to taco bell and get a lot better Mexican food at a fraction of the cost.|0
D-scust-ing.|0
PIECE OF **** manager wouldn't put air conditioning on yesterday. It was 90. They just lost alot of business.|0
We've eaten here a few times, and the food was always good.  However, the last time we ate there, I found a BUG in my food.  When we complained to management, they still thought we should pay for 50% of the meal.  Never eating there again.|0
Another night meeting friends here.  I have to laugh.  Waited another 20 minutes for my beer to be refilled at the bar.  A girl even took my empty without even asking if I wanted a refill.  A new brunette girl that I don't recognize left the bar and sat down with her guy friends on the customer side AT 9:25 ON A FRIDAY NIGHT.  Another bartender had to ask her to come back and work.  Management....  Pull your head out of your ass!  Sad to watch....  I need to talk my friends into another place!|0
I really hate to do this.  This restaurant is fit for those that think Taco Bell is a great place for Mexican food.  The buffet was pathetic and contained maybe 12 items (no white rice).  My sampling of their offerings ranged from terrible to mediocre.  China Garden has, hands down, the worst eggroll I've eaten.  Given the atmosphere of the place it was plain to see China Garden had regulars.  One guy at the cashier even commented that he'd been coming since 1970.  I don't get it.  This is the worst restaurant I have ever dined at.  The staff and whom I presumed to be the owner/manager was nice and friendly but that cannot make up for the poor quality of selection and food.|0
Lets just say i was not to please with my experience at Nails R Us. After two days my nails were lifting on about 4 nails by the end of the weekend i had 6 nails lifting, so i went back and showed them and she was like its normal. No it normal to lift but not after 2 days! They did fix them for me free of charge but were very rude to me!!! Will not be going back there or will not refer any of my friends there!|0
I had such a nice experience here - Classic Chicken - the first time that I really wanted to go back. Second time, onion strings were so greasy I couldn't eat them, burger was okay. Third time, yesterday? Enough to say we wont go back. Ever.   Lovely and I sat in a sticky booth, he ordered 1/3 lb classic, me the bbq grilled chicken - both with a small soda. Soda was disgusting, flat, watery, gross. Upon the lovely's complaint, the bus boy brought him bottled water. I took one bite of my sandwich and was assaulted by hair. Gak. We got up and left our food. Jeff told the manager about the food and the soda, we got our money back with an apology saying they were sorry we 'didn't have a better experience'. Um. A better experience??? Seriously? 15 dollars?   Ugh.|0
"Ugh!!    A 25 min wait greeted us before anyone recognized our presence.  We were offered complientary champaigne in consideration.  Who drinks champainge??  We were allowed to order wine prior to hearing of the chef's feast, which offers a wine pairing.  That's dumb.  We ordered a meat/cheese plate.  It contained head cheese.  Hmmmm.  Overpriced and oversalted.  30 min later our salads came.  The salads were ok and unfortunately the highlight of the meal.  35 min later our main course came.  Overcooked, uneventful, lame.  I can't drink alcohol and ordered water.  Twice I was left w/ no water for extended periods.  Both times I was foced to ask for water.  There were no hand towels in the unisex bathroom.  It's no fun to dry your hands using toilet paper.  The ""best"" part was saved for last.  Quiessence automatically adds an 18% gratuity, which is OK assuming the service is at least adequate.  It wasn't.  Further, as our waiter dropped the bill, he explained the 18% ""goes to the house"" and anything additional we might addd, though not required, is most appreciated.  Egad....why does the house need a service charge w/ the magnificent margins they charge for their normal food service?  And why do they put their staff in the position of shaking down their patrons for tips?  Although it's a very nice, calming setting, I found myself wanting to leave after the first appy.  Food, service and ancillary were simply terrible.  Stay away.  You'll spend your $175 for 2 much better most anywhere else."|0
"Quick spot for a mall-made mayo-based California roll. This is where you go to learn how sushi can go wrong.  You've been hard at work doing swipe-and-sign. Perhaps you even dropped a thousand bucks at Neiman's on a worthless Jhane Barnes' sweater and some silk-lined Zanella slacks or three thousand on a whats-left-of-last-season's-collection of Brioni blazer. Whatever your fancy, you're toting a wrist full of roped, glossy, shooshing-sounding bags with tissue paper sticking out the tops. You just want a break and some cool refreshing sushi.  It's OK, but beware. Unagi and other ""hot"" items have a ""beep-beep beep-beep"" before they get to you. California and spicy tuna rolls come real quick -- 'cause they come from a vat of mayonnaise. Rice is not right either. Stick to tuna and salmon sashimi and miso soup.  If head chef Rick is there (think Kyoto of Empire at 24th and Camelback, then Ichi Ban, University off McClintock), ask him to make you a Fat Bob on Acid, for good ol' times' sake. Or just go to Starbucks, tide yourself over, and find a real sushi restaurant.  And about the Brioni... Don't sweat the buyer's remorse. It'll make a great tax deduction to Florence's."|0
This dog park gets one star.Why?Because the last time I went,some piece of shit broke into just about every car in the parking lot to steal whatever they could.So much broken glass from side windows everywhere. It used to be okay before this incident,but a busy parking lot in borad daylight and some vulture lies in wait? Yeah,I'm done here.|0
Maybe I should have had a hot dog but I crave Chicago's Italian beef,  I didn't get it here just some greasy old beef of some kind,  use beef broth if the meat gets dry, not a whole can of olive oil,  YUK!  It didn't have that good Italian beef flavor so I asked for giardinara to add some flavor,  it was very oily too and I had to pay extra for any peppers either hot or mild. No stars for that beef,  the only saving grace was it didn't make me too sick,  I expected to be sick for days not just one day!|0
"It is what you would expect from any themed place called ""Heart Attack Grill"".  Mirrors on the bottom part of the bar so you can see up the skimpy outfits the ""nurses"" wear at the bar.  Van in the drive through section is painted to look like an Ambulance.  Hamburgers are named after cardiac events.  The food was bad, greasy unlimited fries and a giant hamburger that tasted as if they mixed in filler of some kind we had never experienced before.  If you plan on going, enjoy the experience cause the food will not be something you would head back for again."|0
RUDE RUDE RUDE I wanted to book a diner for my wife and I ( our anniversary. . The website i was on did not post the times of operation.  I left a message and today got a call back from a RUDE Owner.  He argues it is right there. He did not ask anything about where i was o tried to help . He called to argue  with me.   I can not believe i get a call at work and then when i tell the reason of the issue he argues with me and hangs up... childish behavior . I read the reviews on DEX and other sites and found that this is true across the board. Poor food prep and pretentious environment and owners... good bye Lon's  chief - ill never go to your location now.  And my 12,000 Sedona list will  be aware of your bad manners.  I am a native to Scottsdale and Lon's was a place that we went to almost 6 times a year. It was my mother's favorite place to eat. - until the food started going down hill. I believe it was these people who were at the helm at that time. I heard they were asked to leave.  Hanging up on people.... this is incredible...   DO NOT GO HERE!!|0
"Qver-priced, substandard food.  Never met a cheeseburger I didn't like-- until now, (NOT a 1/2 lb.).   Small portions of tired, room temperature ""fry-pieces"",  burnt bacon, chicken tenders so hard, they couldn't be penetrated with a fork.  Mediocre service;  didn't bring kids meal cookie.  Waste of $$$!"|0
"I live down the street from Casey Moore's. I have been here a total of three times. The first time a group of us just ordered drinks, and the margaritas my friend and I ordered were so terrible that we sent them back. The second time I went with my husband and ordered a crab salad sandwich. Again, it was so awful I had to send it back. I am not a picky eater, nor have I been known to complain about food or service when dining out. There has only been one other restaurant I have ever been to where I sent food back. So, this place was already two for two. Alas, my husband begged me to go back once more. He was craving oysters and since this is an oyster house, I figured it wouldn't hurt to give them one more shot. It was last Thursday evening, and the place was hoppin'. This time, the food was decent. Not good, but decent enough where I may have given Casey Moore's a fourth chance had I been impressed with the service. But the service was HORRIBLE. Our waitress got us our drinks and didn't come back to take our orders for another 20 minutes. We sat there awkwardly waiting for her to stop by, and though she passed us quickly several times, she never even acknowledged us with a simple ""I'll be back with your orders."" When she did arrive 20 minutes later, she asked if we were ready to order without even an apology. I am not kidding you when I say she acted like she wanted nothing to do with us. She was very monotone and never smiled with us. I would like to pass this off as her having a bad night, but when she went to her other tables (all full of men with drinks) she suddenly lit up, laughed, and had a blast with them. It was so awkward to the point that my husband asked if maybe we knew her and had upset her in some way in the past. But no. This was our first time meeting her. We were pleasant customers who didn't complain about the mediocre food or slow service. We were polite and left a good tip. We pride ourselves on being fun, engaging, and polite with our servers since we go out often. But let me tell you right now what makes me the most angry. We live so damn close to this place and would have loved to be regulars... It is such a shame that Casey Moore's has now given us three good reasons to never come back. And I can't find any information on their website of how to contact the manager about this, so I am left to rant here on Yelp, completely unsatisfied. Sigh..."|0
"Great donuts but horrible service... Didn't get anything we wanted due to a language barrier between us and the limited English speaking employee. She claimed, in broken English, to only speak Spanish. She understood ONLY the word ""dozen"" and we got a dozen of what ever she felt like giving us, then proceeded to ignore us while using her cell phone! Donut shops are a dime a dozen and we will never again return to Bosa."|0
I have received two pedicures and a manicure from this location.  I usually prefer a more spa like experience but the cost is low and I was attempting to save a few dollars.  Cutting cost may not be a good thing to do when it comes to body care.  I won't be returning because I am concerned about health violations.  Pros: Quick service Cheaper than the spa, salon  Cons: Improper cleaning of foot baths.  I thought they were good until I saw them seat a women at a used station.  They only took the sprayer and rinsed the dirty bowl.  (I did let her know)  The foot massage was more like a foot beating.  About an hour later my ankles felt like I had rolled them.  It took almost two weeks for them to feel normal again.  The sent in the shop is of fake nails.  If everyone has on a mask, I would like one to.|0
"I don't intend to return, but based on the way we were treated by the kitchen earlier this week, my ""uncouth"" self doesn't exactly feel welcome anyway. However, I'm not quite convinced that it's my loss...   It had been almost a year since my original visit to Breadfruit which did not overwhelm (as you can judge by it taking me a year to make it back) but I did have an appreciation of the option for Caribbean cuisine.   Since a friend and I were going to be downtown for an event, I suggested Breadfruit for our dinner spot. We enjoy good food and supporting local. The option to pick up wine at the Public Market next door and have the already reasonable corkage fee waived was a bonus, as we had really enjoyed a couple of the Arizona Stronghold wines at a recent FnB wine pairing and thought they would pair well with the Jamaican heat!   While the scallops were delicious and cooked perfectly, 2 for $12.50 -- $6.25 per scallop -- is a tad steep in my book. We also shared the Jerk Chicken Salad ($9.95) and the Jerk Prawns Off the Grill ($14.95).   Here's the ultimate rub, the bottom of the menu states ""no substitutions or modifications""... Since when is cutting a KFC-side-sized ear of corn a ""modification""?   At the same time, the menu describes the restaurant and it's offerings as ""Nothing fancy; simply good food that nourishes and rejuvenates the body.""   It seems like cutting something in half so we could easily share it -- particularly after the plate has been delivered to the table for us to appreciate it's ""beauty"" AND after we've communicated to our server and demonstrated with the first two courses that we were splitting the items -- is in the vein of ""nothing fancy.""   How about providing the customer with an appropriate utensil to cut it themselves, then?   The fact that the chef was obstinate in refusing to cut the KFC-side-sized ear of corn provided with our entree screams ""pretentious and grandiose"" and tainted our entire experience.   To quote my dinning companion, ""You are not James Beard and James Beard would've cut the corn!"""|0
